date,sheet,age,measure,value
Apr-Jun 2020,People - SA,Aged 16-17,Young people who were NEET_Total,57.0
Jul-Sep 2020,People - SA,Aged 16-17,Young people who were NEET_Total,53.0
Oct-Dec 2020,People - SA,Aged 16-17,Young people who were NEET_Total,50.0
Jan-Mar 2021,People - SA,Aged 16-17,Young people who were NEET_Total,50.0
Apr-Jun 2021,People - SA,Aged 16-17,Young people who were NEET_Total,57.0
Jul-Sep 2021,People - SA,Aged 16-17,Young people who were NEET_Total,42.0
Oct-Dec 2021,People - SA,Aged 16-17,Young people who were NEET_Total,54.0
Jan-Mar 2022,People - SA,Aged 16-17,Young people who were NEET_Total,63.0
Apr-Jun 2022,People - SA,Aged 16-17,Young people who were NEET_Total,48.0
Jul-Sep 2022,People - SA,Aged 16-17,Young people who were NEET_Total,49.0
Oct-Dec 2022,People - SA,Aged 16-17,Young people who were NEET_Total,65.0
Jan-Mar 2023,People - SA,Aged 16-17,Young people who were NEET_Total,55.0
Apr-Jun 2023,People - SA,Aged 16-17,Young people who were NEET_Total,64.0
Jul-Sep 2023,People - SA,Aged 16-17,Young people who were NEET_Total,66.0
Oct-Dec 2023,People - SA,Aged 16-17,Young people who were NEET_Total,61.0
Jan-Mar 2024,People - SA,Aged 16-17,Young people who were NEET_Total,71.0
Apr-Jun 2024,People - SA,Aged 16-17,Young people who were NEET_Total,69.0
Jul-Sep 2024,People - SA,Aged 16-17,Young people who were NEET_Total,76.0
Oct-Dec 2024,People - SA,Aged 16-17,Young people who were NEET_Total,80.0
Oct-Dec 2001,People - SA,Aged 16-17,Young people who were NEET_Unemployed,78.0
Jan-Mar 2002,People - SA,Aged 16-17,Young people who were NEET_Unemployed,74.0
Apr-Jun 2002,People - SA,Aged 16-17,Young people who were NEET_Unemployed,76.0
Jul-Sep 2002,People - SA,Aged 16-17,Young people who were NEET_Unemployed,76.0
Oct-Dec 2002,People - SA,Aged 16-17,Young people who were NEET_Unemployed,85.0
Jan-Mar 2003,People - SA,Aged 16-17,Young people who were NEET_Unemployed,85.0
Apr-Jun 2003,People - SA,Aged 16-17,Young people who were NEET_Unemployed,83.0
Jul-Sep 2003,People - SA,Aged 16-17,Young people who were NEET_Unemployed,76.0
Oct-Dec 2003,People - SA,Aged 16-17,Young people who were NEET_Unemployed,74.0
Jan-Mar 2004,People - SA,Aged 16-17,Young people who were NEET_Unemployed,73.0
Apr-Jun 2004,People - SA,Aged 16-17,Young people who were NEET_Unemployed,73.0
Jul-Sep 2004,People - SA,Aged 16-17,Young people who were NEET_Unemployed,85.0
Oct-Dec 2004,People - SA,Aged 16-17,Young people who were NEET_Unemployed,80.0
Jan-Mar 2005,People - SA,Aged 16-17,Young people who were NEET_Unemployed,79.0
Apr-Jun 2005,People - SA,Aged 16-17,Young people who were NEET_Unemployed,76.0
Jul-Sep 2005,People - SA,Aged 16-17,Young people who were NEET_Unemployed,76.0
Oct-Dec 2005,People - SA,Aged 16-17,Young people who were NEET_Unemployed,84.0
Jan-Mar 2006,People - SA,Aged 16-17,Young people who were NEET_Unemployed,72.0
Apr-Jun 2006,People - SA,Aged 16-17,Young people who were NEET_Unemployed,69.0
Jul-Sep 2006,People - SA,Aged 16-17,Young people who were NEET_Unemployed,77.0
Oct-Dec 2006,People - SA,Aged 16-17,Young people who were NEET_Unemployed,64.0
Jan-Mar 2007,People - SA,Aged 16-17,Young people who were NEET_Unemployed,71.0
Apr-Jun 2007,People - SA,Aged 16-17,Young people who were NEET_Unemployed,72.0
Jul-Sep 2007,People - SA,Aged 16-17,Young people who were NEET_Unemployed,69.0
Oct-Dec 2007,People - SA,Aged 16-17,Young people who were NEET_Unemployed,69.0
Jan-Mar 2008,People - SA,Aged 16-17,Young people who were NEET_Unemployed,57.0
Apr-Jun 2008,People - SA,Aged 16-17,Young people who were NEET_Unemployed,66.0
Jul-Sep 2008,People - SA,Aged 16-17,Young people who were NEET_Unemployed,65.0
Oct-Dec 2008,People - SA,Aged 16-17,Young people who were NEET_Unemployed,62.0
Jan-Mar 2009,People - SA,Aged 16-17,Young people who were NEET_Unemployed,64.0
Apr-Jun 2009,People - SA,Aged 16-17,Young people who were NEET_Unemployed,57.0
Jul-Sep 2009,People - SA,Aged 16-17,Young people who were NEET_Unemployed,46.0
Oct-Dec 2009,People - SA,Aged 16-17,Young people who were NEET_Unemployed,53.0
Jan-Mar 2010,People - SA,Aged 16-17,Young people who were NEET_Unemployed,52.0
Apr-Jun 2010,People - SA,Aged 16-17,Young people who were NEET_Unemployed,48.0
Jul-Sep 2010,People - SA,Aged 16-17,Young people who were NEET_Unemployed,47.0
Oct-Dec 2010,People - SA,Aged 16-17,Young people who were NEET_Unemployed,46.0
Jan-Mar 2011,People - SA,Aged 16-17,Young people who were NEET_Unemployed,53.0
Apr-Jun 2011,People - SA,Aged 16-17,Young people who were NEET_Unemployed,58.0
Jul-Sep 2011,People - SA,Aged 16-17,Young people who were NEET_Unemployed,67.0
Oct-Dec 2011,People - SA,Aged 16-17,Young people who were NEET_Unemployed,53.0
Jan-Mar 2012,People - SA,Aged 16-17,Young people who were NEET_Unemployed,50.0
Apr-Jun 2012,People - SA,Aged 16-17,Young people who were NEET_Unemployed,52.0
Jul-Sep 2012,People - SA,Aged 16-17,Young people who were NEET_Unemployed,38.0
Oct-Dec 2012,People - SA,Aged 16-17,Young people who were NEET_Unemployed,35.0
Jan-Mar 2013,People - SA,Aged 16-17,Young people who were NEET_Unemployed,41.0
Apr-Jun 2013,People - SA,Aged 16-17,Young people who were NEET_Unemployed,35.0
Jul-Sep 2013,People - SA,Aged 16-17,Young people who were NEET_Unemployed,35.0
Oct-Dec 2013,People - SA,Aged 16-17,Young people who were NEET_Unemployed,37.0
Jan-Mar 2014,People - SA,Aged 16-17,Young people who were NEET_Unemployed,28.0
Apr-Jun 2014,People - SA,Aged 16-17,Young people who were NEET_Unemployed,25.0
Jul-Sep 2014,People - SA,Aged 16-17,Young people who were NEET_Unemployed,26.0
Oct-Dec 2014,People - SA,Aged 16-17,Young people who were NEET_Unemployed,32.0
Jan-Mar 2015,People - SA,Aged 16-17,Young people who were NEET_Unemployed,26.0
Apr-Jun 2015,People - SA,Aged 16-17,Young people who were NEET_Unemployed,25.0
Jul-Sep 2015,People - SA,Aged 16-17,Young people who were NEET_Unemployed,26.0
Oct-Dec 2015,People - SA,Aged 16-17,Young people who were NEET_Unemployed,23.0
Jan-Mar 2016,People - SA,Aged 16-17,Young people who were NEET_Unemployed,28.0
Apr-Jun 2016,People - SA,Aged 16-17,Young people who were NEET_Unemployed,29.0
Jul-Sep 2016,People - SA,Aged 16-17,Young people who were NEET_Unemployed,31.0
Oct-Dec 2016,People - SA,Aged 16-17,Young people who were NEET_Unemployed,25.0
Jan-Mar 2017,People - SA,Aged 16-17,Young people who were NEET_Unemployed,31.0
Apr-Jun 2017,People - SA,Aged 16-17,Young people who were NEET_Unemployed,25.0
Jul-Sep 2017,People - SA,Aged 16-17,Young people who were NEET_Unemployed,24.0
Oct-Dec 2017,People - SA,Aged 16-17,Young people who were NEET_Unemployed,28.0
Jan-Mar 2018,People - SA,Aged 16-17,Young people who were NEET_Unemployed,26.0
Apr-Jun 2018,People - SA,Aged 16-17,Young people who were NEET_Unemployed,18.0
Jul-Sep 2018,People - SA,Aged 16-17,Young people who were NEET_Unemployed,12.0
Oct-Dec 2018,People - SA,Aged 16-17,Young people who were NEET_Unemployed,23.0
Jan-Mar 2019,People - SA,Aged 16-17,Young people who were NEET_Unemployed,12.0
Apr-Jun 2019,People - SA,Aged 16-17,Young people who were NEET_Unemployed,22.0
Jul-Sep 2019,People - SA,Aged 16-17,Young people who were NEET_Unemployed,33.0
Oct-Dec 2019,People - SA,Aged 16-17,Young people who were NEET_Unemployed,30.0
Jan-Mar 2020,People - SA,Aged 16-17,Young people who were NEET_Unemployed,32.0
Apr-Jun 2020,People - SA,Aged 16-17,Young people who were NEET_Unemployed,21.0
Jul-Sep 2020,People - SA,Aged 16-17,Young people who were NEET_Unemployed,17.0
Oct-Dec 2020,People - SA,Aged 16-17,Young people who were NEET_Unemployed,12.0
Jan-Mar 2021,People - SA,Aged 16-17,Young people who were NEET_Unemployed,10.0
Apr-Jun 2021,People - SA,Aged 16-17,Young people who were NEET_Unemployed,15.0
Jul-Sep 2021,People - SA,Aged 16-17,Young people who were NEET_Unemployed,13.0
Oct-Dec 2021,People - SA,Aged 16-17,Young people who were NEET_Unemployed,17.0
Jan-Mar 2022,People - SA,Aged 16-17,Young people who were NEET_Unemployed,20.0
Apr-Jun 2022,People - SA,Aged 16-17,Young people who were NEET_Unemployed,18.0
Jul-Sep 2022,People - SA,Aged 16-17,Young people who were NEET_Unemployed,17.0
Oct-Dec 2022,People - SA,Aged 16-17,Young people who were NEET_Unemployed,26.0
Jan-Mar 2023,People - SA,Aged 16-17,Young people who were NEET_Unemployed,15.0
Apr-Jun 2023,People - SA,Aged 16-17,Young people who were NEET_Unemployed,17.0
Jul-Sep 2023,People - SA,Aged 16-17,Young people who were NEET_Unemployed,14.0
Oct-Dec 2023,People - SA,Aged 16-17,Young people who were NEET_Unemployed,20.0
Jan-Mar 2024,People - SA,Aged 16-17,Young people who were NEET_Unemployed,25.0
Apr-Jun 2024,People - SA,Aged 16-17,Young people who were NEET_Unemployed,28.0
Jul-Sep 2024,People - SA,Aged 16-17,Young people who were NEET_Unemployed,31.0
Oct-Dec 2024,People - SA,Aged 16-17,Young people who were NEET_Unemployed,41.0
Oct-Dec 2001,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,45.0
Jan-Mar 2002,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,50.0
Apr-Jun 2002,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,54.0
Jul-Sep 2002,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,52.0
Oct-Dec 2002,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,44.0
Jan-Mar 2003,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,51.0
Apr-Jun 2003,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,54.0
Jul-Sep 2003,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,54.0
Oct-Dec 2003,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,46.0
Jan-Mar 2004,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,44.0
Apr-Jun 2004,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,54.0
Jul-Sep 2004,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,46.0
Oct-Dec 2004,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,53.0
Jan-Mar 2005,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,56.0
Apr-Jun 2005,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,57.0
Jul-Sep 2005,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,58.0
Oct-Dec 2005,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,58.0
Jan-Mar 2006,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,60.0
Apr-Jun 2006,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,69.0
Jul-Sep 2006,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,61.0
Oct-Dec 2006,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,64.0
Jan-Mar 2007,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,55.0
Apr-Jun 2007,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,53.0
Jul-Sep 2007,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,55.0
Oct-Dec 2007,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,56.0
Jan-Mar 2008,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,54.0
Apr-Jun 2008,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,52.0
Jul-Sep 2008,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,52.0
Oct-Dec 2008,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,48.0
Jan-Mar 2009,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,50.0
Apr-Jun 2009,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,57.0
Jul-Sep 2009,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,46.0
Oct-Dec 2009,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,42.0
Jan-Mar 2010,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,40.0
Apr-Jun 2010,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,41.0
Jul-Sep 2010,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,42.0
Oct-Dec 2010,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,40.0
Jan-Mar 2011,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,36.0
Apr-Jun 2011,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,33.0
Jul-Sep 2011,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,37.0
Oct-Dec 2011,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,44.0
Jan-Mar 2012,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,44.0
Apr-Jun 2012,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,41.0
Jul-Sep 2012,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,36.0
Oct-Dec 2012,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,34.0
Jan-Mar 2013,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,37.0
Apr-Jun 2013,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,36.0
Jul-Sep 2013,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,28.0
Oct-Dec 2013,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,29.0
Jan-Mar 2014,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,27.0
Apr-Jun 2014,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,33.0
Jul-Sep 2014,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,30.0
Oct-Dec 2014,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,31.0
Jan-Mar 2015,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,28.0
Apr-Jun 2015,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,23.0
Jul-Sep 2015,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,27.0
Oct-Dec 2015,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,26.0
Jan-Mar 2016,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,32.0
Apr-Jun 2016,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,34.0
Jul-Sep 2016,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,29.0
Oct-Dec 2016,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,37.0
Jan-Mar 2017,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,30.0
Apr-Jun 2017,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,42.0
Jul-Sep 2017,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,42.0
Oct-Dec 2017,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,34.0
Jan-Mar 2018,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,35.0
Apr-Jun 2018,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,38.0
Jul-Sep 2018,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,36.0
Oct-Dec 2018,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,44.0
Jan-Mar 2019,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,40.0
Apr-Jun 2019,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,36.0
Jul-Sep 2019,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,41.0
Oct-Dec 2019,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,33.0
Jan-Mar 2020,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,35.0
Apr-Jun 2020,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,35.0
Jul-Sep 2020,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,36.0
Oct-Dec 2020,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,38.0
Jan-Mar 2021,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,39.0
Apr-Jun 2021,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,42.0
Jul-Sep 2021,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,28.0
Oct-Dec 2021,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,38.0
Jan-Mar 2022,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,42.0
Apr-Jun 2022,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,30.0
Jul-Sep 2022,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,32.0
Oct-Dec 2022,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,39.0
Jan-Mar 2023,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,40.0
Apr-Jun 2023,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,47.0
Jul-Sep 2023,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,52.0
Oct-Dec 2023,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,41.0
Jan-Mar 2024,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,46.0
Apr-Jun 2024,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,42.0
Jul-Sep 2024,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,44.0
Oct-Dec 2024,People - SA,Aged 16-17,Young people who were NEET_Economically inactive,40.0
Oct-Dec 2001,People - SA,Aged 16-17,Total people in relevant population group,1491.0
Jan-Mar 2002,People - SA,Aged 16-17,Total people in relevant population group,1496.0
Apr-Jun 2002,People - SA,Aged 16-17,Total people in relevant population group,1502.0
Jul-Sep 2002,People - SA,Aged 16-17,Total people in relevant population group,1504.0
Oct-Dec 2002,People - SA,Aged 16-17,Total people in relevant population group,1506.0
Jan-Mar 2003,People - SA,Aged 16-17,Total people in relevant population group,1507.0
Apr-Jun 2003,People - SA,Aged 16-17,Total people in relevant population group,1508.0
Jul-Sep 2003,People - SA,Aged 16-17,Total people in relevant population group,1512.0
Oct-Dec 2003,People - SA,Aged 16-17,Total people in relevant population group,1518.0
Jan-Mar 2004,People - SA,Aged 16-17,Total people in relevant population group,1524.0
Apr-Jun 2004,People - SA,Aged 16-17,Total people in relevant population group,1529.0
Jul-Sep 2004,People - SA,Aged 16-17,Total people in relevant population group,1533.0
Oct-Dec 2004,People - SA,Aged 16-17,Total people in relevant population group,1536.0
Jan-Mar 2005,People - SA,Aged 16-17,Total people in relevant population group,1539.0
Apr-Jun 2005,People - SA,Aged 16-17,Total people in relevant population group,1542.0
Jul-Sep 2005,People - SA,Aged 16-17,Total people in relevant population group,1543.0
Oct-Dec 2005,People - SA,Aged 16-17,Total people in relevant population group,1542.0
Jan-Mar 2006,People - SA,Aged 16-17,Total people in relevant population group,1542.0
Apr-Jun 2006,People - SA,Aged 16-17,Total people in relevant population group,1542.0
Jul-Sep 2006,People - SA,Aged 16-17,Total people in relevant population group,1547.0
Oct-Dec 2006,People - SA,Aged 16-17,Total people in relevant population group,1555.0
Jan-Mar 2007,People - SA,Aged 16-17,Total people in relevant population group,1563.0
Apr-Jun 2007,People - SA,Aged 16-17,Total people in relevant population group,1571.0
Jul-Sep 2007,People - SA,Aged 16-17,Total people in relevant population group,1576.0
Oct-Dec 2007,People - SA,Aged 16-17,Total people in relevant population group,1579.0
Jan-Mar 2008,People - SA,Aged 16-17,Total people in relevant population group,1582.0
Apr-Jun 2008,People - SA,Aged 16-17,Total people in relevant population group,1585.0
Jul-Sep 2008,People - SA,Aged 16-17,Total people in relevant population group,1582.0
Oct-Dec 2008,People - SA,Aged 16-17,Total people in relevant population group,1576.0
Jan-Mar 2009,People - SA,Aged 16-17,Total people in relevant population group,1570.0
Apr-Jun 2009,People - SA,Aged 16-17,Total people in relevant population group,1564.0
Jul-Sep 2009,People - SA,Aged 16-17,Total people in relevant population group,1559.0
Oct-Dec 2009,People - SA,Aged 16-17,Total people in relevant population group,1554.0
Jan-Mar 2010,People - SA,Aged 16-17,Total people in relevant population group,1550.0
Apr-Jun 2010,People - SA,Aged 16-17,Total people in relevant population group,1546.0
Jul-Sep 2010,People - SA,Aged 16-17,Total people in relevant population group,1542.0
Oct-Dec 2010,People - SA,Aged 16-17,Total people in relevant population group,1539.0
Jan-Mar 2011,People - SA,Aged 16-17,Total people in relevant population group,1535.0
Apr-Jun 2011,People - SA,Aged 16-17,Total people in relevant population group,1532.0
Jul-Sep 2011,People - SA,Aged 16-17,Total people in relevant population group,1527.0
Oct-Dec 2011,People - SA,Aged 16-17,Total people in relevant population group,1522.0
Jan-Mar 2012,People - SA,Aged 16-17,Total people in relevant population group,1516.0
Apr-Jun 2012,People - SA,Aged 16-17,Total people in relevant population group,1511.0
Jul-Sep 2012,People - SA,Aged 16-17,Total people in relevant population group,1510.0
Oct-Dec 2012,People - SA,Aged 16-17,Total people in relevant population group,1511.0
Jan-Mar 2013,People - SA,Aged 16-17,Total people in relevant population group,1512.0
Apr-Jun 2013,People - SA,Aged 16-17,Total people in relevant population group,1513.0
Jul-Sep 2013,People - SA,Aged 16-17,Total people in relevant population group,1512.0
Oct-Dec 2013,People - SA,Aged 16-17,Total people in relevant population group,1509.0
Jan-Mar 2014,People - SA,Aged 16-17,Total people in relevant population group,1506.0
Apr-Jun 2014,People - SA,Aged 16-17,Total people in relevant population group,1503.0
Jul-Sep 2014,People - SA,Aged 16-17,Total people in relevant population group,1499.0
Oct-Dec 2014,People - SA,Aged 16-17,Total people in relevant population group,1494.0
Jan-Mar 2015,People - SA,Aged 16-17,Total people in relevant population group,1489.0
Apr-Jun 2015,People - SA,Aged 16-17,Total people in relevant population group,1484.0
Jul-Sep 2015,People - SA,Aged 16-17,Total people in relevant population group,1478.0
Oct-Dec 2015,People - SA,Aged 16-17,Total people in relevant population group,1473.0
Jan-Mar 2016,People - SA,Aged 16-17,Total people in relevant population group,1467.0
Apr-Jun 2016,People - SA,Aged 16-17,Total people in relevant population group,1461.0
Jul-Sep 2016,People - SA,Aged 16-17,Total people in relevant population group,1454.0
Oct-Dec 2016,People - SA,Aged 16-17,Total people in relevant population group,1446.0
Jan-Mar 2017,People - SA,Aged 16-17,Total people in relevant population group,1437.0
Apr-Jun 2017,People - SA,Aged 16-17,Total people in relevant population group,1429.0
Jul-Sep 2017,People - SA,Aged 16-17,Total people in relevant population group,1421.0
Oct-Dec 2017,People - SA,Aged 16-17,Total people in relevant population group,1413.0
Jan-Mar 2018,People - SA,Aged 16-17,Total people in relevant population group,1404.0
Apr-Jun 2018,People - SA,Aged 16-17,Total people in relevant population group,1396.0
Jul-Sep 2018,People - SA,Aged 16-17,Total people in relevant population group,1393.0
Oct-Dec 2018,People - SA,Aged 16-17,Total people in relevant population group,1393.0
Jan-Mar 2019,People - SA,Aged 16-17,Total people in relevant population group,1416.0
Apr-Jun 2019,People - SA,Aged 16-17,Total people in relevant population group,1421.0
Jul-Sep 2019,People - SA,Aged 16-17,Total people in relevant population group,1429.0
Oct-Dec 2019,People - SA,Aged 16-17,Total people in relevant population group,1439.0
Jan-Mar 2020,People - SA,Aged 16-17,Total people in relevant population group,1449.0
Apr-Jun 2020,People - SA,Aged 16-17,Total people in relevant population group,1459.0
Jul-Sep 2020,People - SA,Aged 16-17,Total people in relevant population group,1467.0
Oct-Dec 2020,People - SA,Aged 16-17,Total people in relevant population group,1475.0
Jan-Mar 2021,People - SA,Aged 16-17,Total people in relevant population group,1483.0
Apr-Jun 2021,People - SA,Aged 16-17,Total people in relevant population group,1491.0
Jul-Sep 2021,People - SA,Aged 16-17,Total people in relevant population group,1496.0
Oct-Dec 2021,People - SA,Aged 16-17,Total people in relevant population group,1501.0
Jan-Mar 2022,People - SA,Aged 16-17,Total people in relevant population group,1506.0
Apr-Jun 2022,People - SA,Aged 16-17,Total people in relevant population group,1511.0
Jul-Sep 2022,People - SA,Aged 16-17,Total people in relevant population group,1517.0
Oct-Dec 2022,People - SA,Aged 16-17,Total people in relevant population group,1525.0
Jan-Mar 2023,People - SA,Aged 16-17,Total people in relevant population group,1532.0
Apr-Jun 2023,People - SA,Aged 16-17,Total people in relevant population group,1540.0
Jul-Sep 2023,People - SA,Aged 16-17,Total people in relevant population group,1552.0
Oct-Dec 2023,People - SA,Aged 16-17,Total people in relevant population group,1566.0
Jan-Mar 2024,People - SA,Aged 16-17,Total people in relevant population group,1580.0
Apr-Jun 2024,People - SA,Aged 16-17,Total people in relevant population group,1595.0
Jul-Sep 2024,People - SA,Aged 16-17,Total people in relevant population group,1605.0
Oct-Dec 2024,People - SA,Aged 16-17,Total people in relevant population group,1613.0
Oct-Dec 2001,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,8.272216352582761
Jan-Mar 2002,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,8.261718963724894
Apr-Jun 2002,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,8.674003092263249
Jul-Sep 2002,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,8.50505774391632
Oct-Dec 2002,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,8.589958242172617
Jan-Mar 2003,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,9.016011955922302
Apr-Jun 2003,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,9.088879851985034
Jul-Sep 2003,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,8.619184919085818
Oct-Dec 2003,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,7.90148263424436
Jan-Mar 2004,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,7.69082386880569
Apr-Jun 2004,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,8.268018558817307
Jul-Sep 2004,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,8.527780489408034
Oct-Dec 2004,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,8.651603615488002
Jan-Mar 2005,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,8.738925116698706
Apr-Jun 2005,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,8.655173637879418
Jul-Sep 2005,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,8.716998397415848
Oct-Dec 2005,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,9.167974631704874
Jan-Mar 2006,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,8.549132560075563
Apr-Jun 2006,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,8.923716404178123
Jul-Sep 2006,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,8.9263755258009
Oct-Dec 2006,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,8.255396750075597
Jan-Mar 2007,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,8.05556315633291
Apr-Jun 2007,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,7.950253626460927
Jul-Sep 2007,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,7.892952577035819
Oct-Dec 2007,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,7.937389226108202
Jan-Mar 2008,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,7.038854532116219
Apr-Jun 2008,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,7.401621440313008
Jul-Sep 2008,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,7.386480352240077
Oct-Dec 2008,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,7.02142698783828
