REF_AREA,STRUCTURE_NAME,MEASURE,UNIT_MEASURE,FREQUENCY,TIME_PERIOD,OBS_VALUE
COL,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2010,26.463150087
COL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2010,21.99768017
COL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2010,9.0628097915
COL,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2010,29.383055404
COL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2011,15.943716416
COL,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2011,27.424529885
COL,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2011,25.875159921
COL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2011,23.107570933
COL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2011,10.52707719
COL,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2011,28.596019075
COL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2012,14.988499467
COL,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2012,26.635679028
COL,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2012,24.622030265
COL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2012,21.897979741
COL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2012,9.7586813432
COL,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2012,28.159819249
COL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2013,14.030578583
COL,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2013,27.262665621
COL,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2013,25.336407329
COL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2013,19.944074428
COL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2013,9.4982281358
COL,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2013,28.739030509
COL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2014,12.627571781
COL,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2014,26.569568005
COL,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2014,24.086817403
COL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2014,18.45584503
COL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2014,8.0966980955
COL,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2014,28.499647273
COL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2015,12.742315188
COL,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2015,26.214447678
COL,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2015,23.751727198
COL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2015,18.434584115
COL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2015,8.222558714
COL,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2015,28.169888816
COL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2016,11.068130711
COL,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2016,25.981563655
COL,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2016,24.172924352
COL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2016,16.124026187
COL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2016,7.0651344648
COL,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2016,27.413550605
COL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2017,10.307481143
COL,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2017,25.162282894
COL,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2017,23.366365298
COL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2017,15.11698859
COL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2017,6.4188082312
COL,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2017,26.614351777
COL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2018,9.7169140001
COL,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2018,24.8986147
COL,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2018,23.543908853
COL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2018,14.590411957
COL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2018,5.780243902
COL,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2018,25.992906736
COL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2019,11.677027549
COL,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2019,25.022644727
COL,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2019,24.277222499
COL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2019,16.301459138
COL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2019,8.1317027577
COL,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2019,25.594123373
COL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2020,12.79860094
COL,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2020,25.303089969
COL,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2020,26.44321726
COL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2020,15.751125953
COL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2020,10.672675276
COL,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2020,24.482156749
COL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2021,11.42434912
COL,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2021,25.106448118
COL,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2021,25.892356297
COL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2021,15.506664404
COL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2021,8.219010518
COL,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2021,24.489371375
COL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2022,12.17517419
COL,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2022,26.987759965
COL,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2022,28.307128263
COL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2022,14.117080851
COL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2022,10.765137563
COL,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2022,26.029754277
COL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2023,12.64462098
COL,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2023,26.927228333
COL,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2023,28.084424356
COL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2023,14.751054628
COL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2023,11.095358401
COL,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2023,26.076121299
COL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2024,12.169294617
COL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2024,13.703294372
COL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2024,11.051402514
COL,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2024,26.968833514
COL,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2024,24.510696555
COL,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2024,25.546912223
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2010,17.958375315
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2010,18.794850089
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2010,16.941473002
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2010,25.369825814
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2010,14.80998762
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2010,19.582165556
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2011,15.512932521
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2011,20.358047483
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2011,17.587852773
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2011,24.734874313
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2011,11.202940557
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2011,21.652733268
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2012,15.642385906
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2012,19.063212756
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2012,17.28526434
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2012,25.593103243
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2012,10.729678302
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2012,19.940992759
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2013,14.723195028
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2013,17.334473488
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2013,15.865782509
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2013,24.583673908
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2013,10.036840067
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2013,18.032493061
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2014,15.059434857
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2014,19.34480857
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2014,15.958776697
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2014,25.280939859
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2014,10.212015662
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2014,20.950591269
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2015,14.865608517
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2015,18.163603569
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2015,16.059322521
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2015,23.622445655
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2015,10.551983855
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2015,19.20017402
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2016,14.04413397
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2016,19.077858774
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2016,18.017784771
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2016,23.720473354
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2016,9.3314468086
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2016,19.594148762
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2017,12.795401587
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2017,17.08618411
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2017,14.905086175
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2017,21.418098407
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2017,8.7119666075
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2017,18.119082724
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2018,11.736006162
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2018,16.74509206
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2018,16.495948319
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2018,20.837483465
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2018,7.5688675561
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2018,16.859163267
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2019,11.593536686
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2019,18.51171405
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2019,17.842074962
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2019,19.375158006
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2019,7.8346453847
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2019,18.835181415
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2020,14.389350405
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2020,18.261828548
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2020,18.829102115
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2020,19.12328617
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2020,12.245426218
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2020,18.004919375
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2021,11.630331248
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2021,20.197394761
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2021,22.399834708
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2021,17.138552661
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2021,9.045279933
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2021,19.163772498
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2022,10.122474566
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2022,17.85016066
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2022,19.730541798
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2022,15.766262235
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2022,7.4137186134
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2022,16.94766505
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2023,9.1731832963
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2023,19.810427195
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2023,20.00042177
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2023,14.7479995
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2023,6.4602020764
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2023,19.71796644
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2024,8.8975705558
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2024,13.002566237
CRI,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2024,6.7534835284
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2024,17.818985775
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2024,19.364458802
CRI,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2024,18.834200391
CYP,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2002,17.2
CYP,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2002,22.99917738
CYP,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2002,10.99885006
CYP,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2002,31.714050945
CYP,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2002,7.1763113367
CYP,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2002,30.99917738
CYP,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2006,22.238095238
CYP,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2006,24.99870964
CYP,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2006,18.997998358
CYP,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2006,35.111111111
CYP,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2006,11.128205128
CYP,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2006,29.998996099
CYP,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2010,20.253968254
CYP,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2010,27.999238733
CYP,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2010,23.993715218
CYP,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2010,29.222222222
CYP,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2010,12.430107527
CYP,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2010,31.998989843
CYP,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2014,18.076923077
CYP,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2014,27.998665657
CYP,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2014,24.999295845
CYP,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2014,29.999170124
CYP,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2014,22
CYP,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2014,14.5
CYP,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2018,16.541666667
CYP,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2018,26.999795041
CYP,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2018,23.998785184
CYP,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2018,20.966666667
CYP,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2018,12.333333333
CYP,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2018,29.999993387
CYP,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2022,12.256746232
CYP,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2022,16.681116971
CYP,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2022,31.576412609
CYP,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2022,28.649797654
CYP,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2022,21.177742564
CYP,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2022,26.102137295
CYP,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2023,12.439241033
CYP,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2023,16.0997398
CYP,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2023,31.82790788
CYP,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2023,29.266253448
CYP,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2023,21.957745452
CYP,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2023,25.84807818
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1996,16.954210986
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1996,24.939754353
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1996,10.350981359
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1997,17.149790212
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1997,24.241819172
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1997,9.586555624
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1999,17.625243897
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1999,24.527195843
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1999,10.229832336
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2001,17.444441712
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2001,24.037122642
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2001,11.148999705
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2002,18.392320473
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2002,25.368004564
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2002,12.317871621
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2003,19.036227301
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2003,25.854774157
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2003,12.940141897
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2004,19.679878286
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2004,26.521531212
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2004,14.126843884
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2005,20.031095626
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2005,26.552327764
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2005,14.970892372
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2006,19.738417273
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2006,25.939466222
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2006,15.065309091
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2007,19.656465566
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2007,26.296978491
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2007,14.651263108
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2008,19.703294746
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2008,26.256296365
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2008,14.691378312
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2009,20.042805677
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2009,25.920725184
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2009,15.497511687
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2010,20.183292431
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2010,25.759476247
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2010,15.777410027
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2011,20.15306324
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2011,25.372189859
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2011,16.06595851
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2012,19.75000158
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2012,25.320003545
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2012,15.290001529
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2013,19.950002195
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2013,25.420003305
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2013,15.540001554
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2014,20.260002026
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2014,25.660002566
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2014,15.870001746
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2015,20.650002272
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2015,26.070003389
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2015,16.240001786
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2016,19.760001778
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2016,24.790002727
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2016,15.720001886
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2017,19.870002384
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2017,24.440002933
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2017,16.150001615
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2018,19.680002558
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2018,23.67000284
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2018,16.420001806
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2019,18.36
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2019,15.45
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2019,21.91
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2020,15.110014808
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2020,21.02
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2020,17.77
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2021,17.25
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2021,14.91
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2021,20.09
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2022,20.36
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2022,14.81
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2022,17.34
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2023,17.49
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2023,19.94
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2023,15.39
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2024,39.680007142
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2024,30.380004861
CZE,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2024,34.680005549
DEU,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1992,20.8478302
DEU,Incidence of low and high pay,HP_I,PT_EMP_FT,A,1992,16.765799246
DEU,Incidence of low and high pay,HP_I,PT_EMP_FT,A,1992,6.4410103567
DEU,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1992,33.10452798
DEU,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1992,14.713263798
DEU,Incidence of low and high pay,HP_I,PT_EMP_FT,A,1992,21.933431195
DEU,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1993,16.545755223
DEU,Incidence of low and high pay,HP_I,PT_EMP_FT,A,1993,17.220936118
DEU,Incidence of low and high pay,HP_I,PT_EMP_FT,A,1993,6.8017514443
DEU,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1993,27.348913484
DEU,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1993,11.145335195
DEU,Incidence of low and high pay,HP_I,PT_EMP_FT,A,1993,22.42941055
DEU,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1994,14.508393938
DEU,Incidence of low and high pay,HP_I,PT_EMP_FT,A,1994,15.538115482
DEU,Incidence of low and high pay,HP_I,PT_EMP_FT,A,1994,5.747406447
DEU,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1994,24.392722107
DEU,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1994,9.6641847502
DEU,Incidence of low and high pay,HP_I,PT_EMP_FT,A,1994,20.336442879
DEU,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1995,13.55547607
DEU,Incidence of low and high pay,HP_I,PT_EMP_FT,A,1995,16.699460877
DEU,Incidence of low and high pay,HP_I,PT_EMP_FT,A,1995,6.316872595
DEU,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1995,23.842295956
DEU,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1995,8.7364491044
DEU,Incidence of low and high pay,HP_I,PT_EMP_FT,A,1995,21.563352094
DEU,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1996,13.776317212
DEU,Incidence of low and high pay,HP_I,PT_EMP_FT,A,1996,16.619945681
DEU,Incidence of low and high pay,HP_I,PT_EMP_FT,A,1996,6.6053132656
DEU,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1996,23.067976643
DEU,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1996,9.3973297352
DEU,Incidence of low and high pay,HP_I,PT_EMP_FT,A,1996,21.339656973
DEU,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1997,14.10156837
DEU,Incidence of low and high pay,HP_I,PT_EMP_FT,A,1997,15.75038798
DEU,Incidence of low and high pay,HP_I,PT_EMP_FT,A,1997,5.0966766972
DEU,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1997,24.265247335
DEU,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1997,9.2977796136
DEU,Incidence of low and high pay,HP_I,PT_EMP_FT,A,1997,20.785786938
DEU,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1998,15.211497965
DEU,Incidence of low and high pay,HP_I,PT_EMP_FT,A,1998,17.015208245
DEU,Incidence of low and high pay,HP_I,PT_EMP_FT,A,1998,7.4842434313
DEU,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1998,25.671947885
DEU,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1998,10.220480766
